,Office,RaceDate,Area,ElectoralRepVotes,ElectoralDemVotes,ElectoralOtherVotes,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,OtherDetail,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,PopularRaceNotes,ElectoralRaceNotes,year
47,President,19601108,Washington,9,0,0,"1,241,572","629,273","Nixon, Richard M. ",Challenger,"599,298","Kennedy, John F. ",Challenger,Unpledged Democrat,,"Byrd, Harry F. ",Challenger,"13,001",,"29,975",R,50.68,48.27,0.0,1.05,51.22,48.78,,,1960
48,President,19601108,West Virginia,0,8,0,"837,781","395,995","Nixon, Richard M. ",Challenger,"441,786","Kennedy, John F. ",Challenger,Unpledged Democrat,,"Byrd, Harry F. ",Challenger,,,"45,791",D,47.27,52.73,0.0,0.0,47.27,52.73,,,1960
49,President,19601108,Wisconsin,12,0,0,"1,729,082","895,175","Nixon, Richard M. ",Challenger,"830,805","Kennedy, John F. ",Challenger,Unpledged Democrat,,"Byrd, Harry F. ",Challenger,"3,102",,"64,370",R,51.77,48.05,0.0,0.18,51.86,48.14,,,1960
50,President,19601108,Wyoming,3,0,0,"140,782","77,451","Nixon, Richard M. ",Challenger,"63,331","Kennedy, John F. ",Challenger,Unpledged Democrat,,"Byrd, Harry F. ",Challenger,,,"14,120",R,55.01,44.99,0.0,0.0,55.01,44.99,,,1960
0,President,19641103,Alabama,10,0,0,"689,818","479,085","Goldwater, Barry M. Sr.",Challenger,,"Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,"210,732","Unpledged Delegates, NULL  ",Challenger,1,,"268,353",R,69.45,0.0,30.55,0.0,100.0,0.0,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
1,President,19641103,Alaska,0,3,0,"67,259","22,930","Goldwater, Barry M. Sr.",Challenger,"44,329","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"21,399",D,34.09,65.91,0.0,0.0,34.09,65.91,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
2,President,19641103,Arizona,5,0,0,"480,770","242,535","Goldwater, Barry M. Sr.",Challenger,"237,753","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,482,,"4,782",R,50.45,49.45,0.0,0.1,50.5,49.5,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
3,President,19641103,Arkansas,0,6,0,"560,426","243,264","Goldwater, Barry M. Sr.",Challenger,"314,197","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"2,965",,"70,933",D,43.41,56.06,0.0,0.53,43.64,56.36,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
4,President,19641103,California,0,40,0,"7,057,586","2,879,108","Goldwater, Barry M. Sr.",Challenger,"4,171,877","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"6,601",,"1,292,769",D,40.79,59.11,0.0,0.09,40.83,59.17,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
5,President,19641103,Colorado,0,6,0,"776,986","296,767","Goldwater, Barry M. Sr.",Challenger,"476,024","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"4,195",,"179,257",D,38.19,61.27,0.0,0.54,38.4,61.6,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
6,President,19641103,Connecticut,0,8,0,"1,218,578","390,996","Goldwater, Barry M. Sr.",Challenger,"826,269","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"1,313",,"435,273",D,32.09,67.81,0.0,0.11,32.12,67.88,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
7,President,19641103,Delaware,0,3,0,"201,320","78,078","Goldwater, Barry M. Sr.",Challenger,"122,704","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,538,,"44,626",D,38.78,60.95,0.0,0.27,38.89,61.11,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
8,President,19641103,District of Columbia,0,3,0,"198,597","28,801","Goldwater, Barry M. Sr.",Challenger,"169,796","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"140,995",D,14.5,85.5,0.0,0.0,14.5,85.5,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
9,President,19641103,Florida,0,14,0,"1,854,481","905,941","Goldwater, Barry M. Sr.",Challenger,"948,540","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"42,599",D,48.85,51.15,0.0,0.0,48.85,51.15,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
10,President,19641103,Georgia,12,0,0,"1,139,335","616,584","Goldwater, Barry M. Sr.",Challenger,"522,556","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,195,,"94,028",R,54.12,45.87,0.0,0.02,54.13,45.87,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
11,President,19641103,Hawaii,0,4,0,"207,271","44,022","Goldwater, Barry M. Sr.",Challenger,"163,249","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"119,227",D,21.24,78.76,0.0,0.0,21.24,78.76,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
12,President,19641103,Idaho,0,4,0,"292,477","143,557","Goldwater, Barry M. Sr.",Challenger,"148,920","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"5,363",D,49.08,50.92,0.0,0.0,49.08,50.92,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
13,President,19641103,Illinois,0,26,0,"4,702,841","1,905,946","Goldwater, Barry M. Sr.",Challenger,"2,796,833","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,62,,"890,887",D,40.53,59.47,0.0,0.0,40.53,59.47,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
14,President,19641103,Indiana,0,13,0,"2,091,606","911,118","Goldwater, Barry M. Sr.",Challenger,"1,170,848","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"9,640",,"259,730",D,43.56,55.98,0.0,0.46,43.76,56.24,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
15,President,19641103,Iowa,0,9,0,"1,184,539","449,148","Goldwater, Barry M. Sr.",Challenger,"733,030","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"2,361",,"283,882",D,37.92,61.88,0.0,0.2,37.99,62.01,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
16,President,19641103,Kansas,0,7,0,"857,901","386,579","Goldwater, Barry M. Sr.",Challenger,"464,028","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"7,294",,"77,449",D,45.06,54.09,0.0,0.85,45.45,54.55,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
17,President,19641103,Kentucky,0,9,0,"1,046,105","372,977","Goldwater, Barry M. Sr.",Challenger,"669,659","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"3,469",,"296,682",D,35.65,64.01,0.0,0.33,35.77,64.23,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
18,President,19641103,Louisiana,10,0,0,"896,293","509,225","Goldwater, Barry M. Sr.",Challenger,"387,068","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"122,157",R,56.81,43.19,0.0,0.0,56.81,43.19,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
19,President,19641103,Maine,0,4,0,"380,965","118,701","Goldwater, Barry M. Sr.",Challenger,"262,264","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"143,563",D,31.16,68.84,0.0,0.0,31.16,68.84,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
20,President,19641103,Maryland,0,10,0,"1,116,457","385,495","Goldwater, Barry M. Sr.",Challenger,"730,912","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,50,,"345,417",D,34.53,65.47,0.0,0.0,34.53,65.47,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
21,President,19641103,Massachusetts,0,14,0,"2,344,798","549,727","Goldwater, Barry M. Sr.",Challenger,"1,786,422","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"8,649",,"1,236,695",D,23.44,76.19,0.0,0.37,23.53,76.47,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
22,President,19641103,Michigan,0,21,0,"3,203,102","1,060,152","Goldwater, Barry M. Sr.",Challenger,"2,136,615","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"6,335",,"1,076,463",D,33.1,66.7,0.0,0.2,33.16,66.84,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
23,President,19641103,Minnesota,0,10,0,"1,554,462","559,624","Goldwater, Barry M. Sr.",Challenger,"991,117","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"3,721",,"431,493",D,36.0,63.76,0.0,0.24,36.09,63.91,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
24,President,19641103,Mississippi,7,0,0,"409,146","356,528","Goldwater, Barry M. Sr.",Challenger,"52,618","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"303,910",R,87.14,12.86,0.0,0.0,87.14,12.86,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
25,President,19641103,Missouri,0,12,0,"1,817,879","653,535","Goldwater, Barry M. Sr.",Challenger,"1,164,344","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"510,809",D,35.95,64.05,0.0,0.0,35.95,64.05,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
26,President,19641103,Montana,0,4,0,"278,628","113,032","Goldwater, Barry M. Sr.",Challenger,"164,246","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"1,350",,"51,214",D,40.57,58.95,0.0,0.48,40.76,59.24,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
27,President,19641103,Nebraska,0,5,0,"584,154","276,847","Goldwater, Barry M. Sr.",Challenger,"307,307","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"30,460",D,47.39,52.61,0.0,0.0,47.39,52.61,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
28,President,19641103,Nevada,0,3,0,"135,433","56,094","Goldwater, Barry M. Sr.",Challenger,"79,339","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"23,245",D,41.42,58.58,0.0,0.0,41.42,58.58,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
29,President,19641103,New Hampshire,0,4,0,"288,093","104,029","Goldwater, Barry M. Sr.",Challenger,"184,064","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"80,035",D,36.11,63.89,0.0,0.0,36.11,63.89,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
30,President,19641103,New Jersey,0,17,0,"2,847,663","964,174","Goldwater, Barry M. Sr.",Challenger,"1,868,231","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"15,258",,"904,057",D,33.86,65.61,0.0,0.54,34.04,65.96,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
31,President,19641103,New Mexico,0,4,0,"328,645","132,838","Goldwater, Barry M. Sr.",Challenger,"194,015","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"1,792",,"61,177",D,40.42,59.03,0.0,0.55,40.64,59.36,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
32,President,19641103,New York,0,43,0,"7,166,275","2,243,559","Goldwater, Barry M. Sr.",Challenger,"4,913,102","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"9,614",,"2,669,543",D,31.31,68.56,0.0,0.13,31.35,68.65,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
33,President,19641103,North Carolina,0,13,0,"1,424,983","624,844","Goldwater, Barry M. Sr.",Challenger,"800,139","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"175,295",D,43.85,56.15,0.0,0.0,43.85,56.15,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
34,President,19641103,North Dakota,0,4,0,"258,389","108,207","Goldwater, Barry M. Sr.",Challenger,"149,784","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,398,,"41,577",D,41.88,57.97,0.0,0.15,41.94,58.06,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
35,President,19641103,Ohio,0,26,0,"3,969,196","1,470,865","Goldwater, Barry M. Sr.",Challenger,"2,498,331","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"1,027,466",D,37.06,62.94,0.0,0.0,37.06,62.94,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
36,President,19641103,Oklahoma,0,8,0,"932,499","412,665","Goldwater, Barry M. Sr.",Challenger,"519,834","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"107,169",D,44.25,55.75,0.0,0.0,44.25,55.75,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
37,President,19641103,Oregon,0,6,0,"786,305","282,779","Goldwater, Barry M. Sr.",Challenger,"501,017","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"2,509",,"218,238",D,35.96,63.72,0.0,0.32,36.08,63.92,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
38,President,19641103,Pennsylvania,0,29,0,"4,822,690","1,673,657","Goldwater, Barry M. Sr.",Challenger,"3,130,954","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"18,079",,"1,457,297",D,34.7,64.92,0.0,0.37,34.83,65.17,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
39,President,19641103,Rhode Island,0,4,0,"390,091","74,615","Goldwater, Barry M. Sr.",Challenger,"315,463","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,13,,"240,848",D,19.13,80.87,0.0,0.0,19.13,80.87,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
40,President,19641103,South Carolina,8,0,0,"524,779","309,048","Goldwater, Barry M. Sr.",Challenger,"215,723","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,8,,"93,325",R,58.89,41.11,0.0,0.0,58.89,41.11,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
41,President,19641103,South Dakota,0,4,0,"293,118","130,108","Goldwater, Barry M. Sr.",Challenger,"163,010","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"32,902",D,44.39,55.61,0.0,0.0,44.39,55.61,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
42,President,19641103,Tennessee,0,11,0,"1,143,946","508,965","Goldwater, Barry M. Sr.",Challenger,"634,947","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,34,,"125,982",D,44.49,55.5,0.0,0.0,44.49,55.51,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
43,President,19641103,Texas,0,25,0,"2,626,811","958,566","Goldwater, Barry M. Sr.",Challenger,"1,663,185","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"5,060",,"704,619",D,36.49,63.32,0.0,0.19,36.56,63.44,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
44,President,19641103,Utah,0,4,0,"401,413","181,785","Goldwater, Barry M. Sr.",Challenger,"219,628","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"37,843",D,45.29,54.71,0.0,0.0,45.29,54.71,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
45,President,19641103,Vermont,0,3,0,"163,089","54,942","Goldwater, Barry M. Sr.",Challenger,"108,127","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,20,,"53,185",D,33.69,66.3,0.0,0.01,33.69,66.31,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
46,President,19641103,Virginia,0,12,0,"1,042,267","481,334","Goldwater, Barry M. Sr.",Challenger,"558,038","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"2,895",,"76,704",D,46.18,53.54,0.0,0.28,46.31,53.69,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
47,President,19641103,Washington,0,9,0,"1,258,556","470,366","Goldwater, Barry M. Sr.",Challenger,"779,881","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"8,309",,"309,515",D,37.37,61.97,0.0,0.66,37.62,62.38,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
48,President,19641103,West Virginia,0,7,0,"792,040","253,953","Goldwater, Barry M. Sr.",Challenger,"538,087","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"284,134",D,32.06,67.94,0.0,0.0,32.06,67.94,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
49,President,19641103,Wisconsin,0,12,0,"1,691,815","638,495","Goldwater, Barry M. Sr.",Challenger,"1,050,424","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,"2,896",,"411,929",D,37.74,62.09,0.0,0.17,37.8,62.2,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
50,President,19641103,Wyoming,0,3,0,"142,716","61,998","Goldwater, Barry M. Sr.",Challenger,"80,718","Johnson, Lyndon B. ",Incumbent,Unpledged Democrat,,"Unpledged Delegates, NULL  ",Challenger,,,"18,720",D,43.44,56.56,0.0,0.0,43.44,56.56,"Notes for the 1964 Presidential Election: In Alabama, 210,732 votes were cast for an unpledged Democratic elector ticket",,1964
0,President,19681105,Alabama,0,0,10,"1,049,922","146,923","Nixon, Richard M. ",Challenger,"196,579","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"691,425","Wallace, George C. ",Challenger,"14,995",,"494,846",AIP,13.99,18.72,65.85,1.43,42.77,57.23,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",,1968
1,President,19681105,Alaska,3,0,0,"83,035","37,600","Nixon, Richard M. ",Challenger,"35,411","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"10,024","Wallace, George C. ",Challenger,,,"2,189",R,45.28,42.65,12.07,0.0,51.5,48.5,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",,1968
2,President,19681105,Arizona,5,0,0,"486,936","266,721","Nixon, Richard M. ",Challenger,"170,514","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"46,573","Wallace, George C. ",Challenger,"3,128",,"96,207",R,54.78,35.02,9.56,0.64,61.0,39.0,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",,1968
